S No.,name,genre,type,episodes,rating,Anime_Archetype
830,Full Metal Panic!,"Action, Comedy, Mecha, Military, Sci-Fi",TV,24,7.81,
831,Guilty Crown,"Action, Drama, Sci-Fi, Super Power",TV,22,7.81,Obliviscaris Spire
832,Hoshi wo Ou Kodomo,"Adventure, Fantasy, Romance",Movie,1,7.81,Chronovault Nexus
833,"Ima, Soko ni Iru Boku","Adventure, Drama, Fantasy, Military, Sci-Fi",TV,13,7.81,
834,Jigoku Shoujo Mitsuganae,"Mystery, Psychological, Supernatural",TV,26,7.81,Obliviscaris Spire
835,Kara no Kyoukai 1: Fukan Fuukei,"Action, Mystery, Supernatural, Thriller",Movie,1,7.81,Obliviscaris Spire
836,Kimagure Orange☆Road: Ano Hi ni Kaeritai,"Comedy, Drama, Romance, Shounen, Slice of Life",Movie,1,7.81,Celestara Veil
837,Kono Subarashii Sekai ni Shukufuku wo! OVA,"Comedy, Fantasy",OVA,1,7.81,Chronovault Nexus
838,Kubikiri Cycle: Aoiro Savant to Zaregototsukai,"Action, Drama, Mystery, Supernatural",OVA,8,7.82,Obliviscaris Spire
839,Lupin the Third: Mine Fujiko to Iu Onna,"Action, Adventure, Comedy, Ecchi, Samurai, Seinen",TV,13,7.81,Aetherial Sanctum
840,Minami-ke,"Comedy, School, Slice of Life",TV,13,7.81,Celestara Veil
841,Mobile Suit Gundam: Char&#039;s Counterattack,"Drama, Mecha, Military, Sci-Fi, Space",Movie,1,7.81,
842,Naruto,"Action, Comedy, Martial Arts, Shounen, Super Power",TV,220,7.81,Obliviscaris Spire
843,New Game!,"Comedy, Slice of Life",TV,12,7.81,Celestara Veil
844,Shigatsu wa Kimi no Uso: Moments,"Music, Shounen",OVA,1,7.81,Luminarch Dominion
845,Top wo Nerae 2! Diebuster,"Action, Comedy, Mecha, Sci-Fi, Space",OVA,6,7.81,
846,Baka to Test to Shoukanjuu: Matsuri,"Comedy, School, Super Power",OVA,2,7.8,Celestara Veil
847,Blood+,"Action, Drama, Horror, Military, Mystery, Supernatural, Vampire",TV,50,7.8,Obliviscaris Spire
848,Chrno Crusade,"Action, Demons, Historical, Romance, Supernatural",TV,24,7.8,Obliviscaris Spire
849,Free!: FrFr - Short Movie,"Comedy, Sports",Special,7,7.8,Luminarch Dominion
850,Fruits Basket,"Comedy, Drama, Fantasy, Romance, Shoujo, Slice of Life",TV,26,7.8,Celestara Veil
851,Gakuen Alice,"Comedy, Magic, School, Shoujo",TV,26,7.8,Celestara Veil
852,Haikyuu!! Movie 2: Shousha to Haisha,"Comedy, Drama, School, Shounen, Sports",Movie,1,7.81,Obliviscaris Spire
853,Hourou Musuko,"Drama, School, Slice of Life",TV,11,7.8,Celestara Veil
854,Huyao Xiao Hongniang: Wangquan Fugui,"Comedy, Romance, Supernatural",ONA,14,7.8,Celestara Veil
855,Shoukoujo Sara,"Drama, Historical, Shoujo, Slice of Life",TV,46,7.8,Celestara Veil
856,Soredemo Sekai wa Utsukushii,"Adventure, Fantasy, Romance, Shoujo",TV,12,7.8,Celestara Veil
857,Tenkuu no Escaflowne,"Adventure, Fantasy, Mecha, Romance, Shoujo",TV,26,7.8,Celestara Veil
858,The Disappearance of Conan Edogawa: The Worst Two Days in History,"Adventure, Comedy, Mystery, Police, Shounen",Special,1,7.8,Obliviscaris Spire
859,To LOVE-Ru Darkness 2nd,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen",TV,12,7.8,Celestara Veil
860,Tokyo Ravens,"Comedy, School, Shounen, Super Power, Supernatural",TV,24,7.8,Obliviscaris Spire
861,Aikatsu! Movie,"Music, School, Shoujo, Slice of Life",Movie,1,7.79,Celestara Veil
862,Angel Beats! Specials,"Action, Comedy, School, Supernatural",Special,2,7.79,Obliviscaris Spire
863,Aria The Animation,"Fantasy, Sci-Fi, Shounen, Slice of Life",TV,13,7.79,Chronovault Nexus
864,Break Blade 1: Kakusei no Toki,"Action, Fantasy, Mecha, Military, Shounen",Movie,1,7.79,
865,Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,1,7.79,Celestara Veil
866,Denpa-teki na Kanojo,"Mystery, School, Thriller",OVA,2,7.79,Obliviscaris Spire
867,Dragon Quest: Dai no Daibouken,"Adventure, Comedy, Demons, Fantasy, Magic, Martial Arts, Shounen",TV,46,7.79,Obliviscaris Spire
868,Higashi no Eden Soushuuhen: Air Communication,"Comedy, Mystery, Romance",Movie,1,7.79,Obliviscaris Spire
869,Ichigo Mashimaro Encore,"Comedy, Slice of Life",OVA,2,7.79,Luminarch Dominion
870,Inu x Boku SS Special,"Comedy, Shounen, Supernatural",Special,1,7.79,Obliviscaris Spire
871,Jigoku Shoujo,"Horror, Mystery, Psychological, Supernatural",TV,26,7.79,Obliviscaris Spire
872,New Initial D Movie: Legend 3 - Mugen,"Cars, Seinen, Sports",Movie,1,7.79,Obliviscaris Spire
873,Nobunaga Concerto,"Historical, Romance, Shounen",TV,10,7.79,Celestara Veil
874,Panty &amp; Stocking with Garterbelt,"Action, Comedy, Ecchi, Parody, Supernatural",TV,13,7.79,Obliviscaris Spire
875,Poyopoyo Kansatsu Nikki,"Comedy, Seinen, Slice of Life",TV,52,7.79,Celestara Veil
876,Pretty Rhythm: Rainbow Live,"Music, Shoujo, Slice of Life, Sports",TV,51,7.79,Celestara Veil
877,Ranma ½ Super,"Adventure, Comedy, Martial Arts, Romance, Shounen, Supernatural",OVA,3,7.79,Obliviscaris Spire
878,Servant x Service,"Comedy, Slice of Life",TV,13,7.79,Celestara Veil
879,Shakugan no Shana II (Second),"Action, Drama, Fantasy, Romance, School, Supernatural",TV,24,7.79,Celestara Veil
880,Tales of Vesperia: The First Strike,"Action, Adventure, Fantasy, Magic, Military",Movie,1,7.79,Chronovault Nexus
881,Toaru Hikuushi e no Tsuioku,"Adventure, Military, Romance",Movie,1,7.79,Chronovault Nexus
882,Towa no Quon 6: Towa no Quon,"Action, Super Power, Supernatural",Movie,1,7.79,Obliviscaris Spire
883,Ajin,"Action, Horror, Mystery, Seinen, Supernatural",TV,13,7.78,Obliviscaris Spire
884,"Akagami no Shirayuki-hime: Nandemonai Takaramono, Kono Page","Drama, Fantasy, Romance, Shoujo",OVA,1,7.77,Celestara Veil
885,Bishoujo Senshi Sailor Moon R: The Movie,"Drama, Magic, Romance, Shoujo",Movie,1,7.78,Celestara Veil
886,Code Geass: Hangyaku no Lelouch Special Edition Black Rebellion,"Action, Mecha, Military, School, Super Power",OVA,1,7.78,
887,Full Metal Panic! The Second Raid: Wari to Hima na Sentaichou no Ichinichi,Comedy,Special,1,7.78,Luminarch Dominion
888,Ga-Rei: Zero,"Action, Super Power, Supernatural, Thriller",TV,12,7.78,Obliviscaris Spire
889,Higashi no Eden Movie II: Paradise Lost,"Action, Comedy, Drama, Mystery, Romance, Thriller",Movie,1,7.78,Obliviscaris Spire
890,Jungle wa Itsumo Hare nochi Guu Final,"Comedy, Slice of Life",OVA,7,7.78,Luminarch Dominion
891,Kore wa Zombie Desu ka? of the Dead,"Action, Comedy, Ecchi, Harem, Magic, Supernatural",TV,10,7.78,Celestara Veil
892,Kyoukai no Kanata: Shinonome,"Fantasy, Slice of Life, Supernatural",Special,1,7.78,Chronovault Nexus
893,Lupin III: Episode 0 &quot;First Contact&quot;,"Action, Adventure, Comedy, Mystery, Shounen",Special,1,7.78,Obliviscaris Spire
894,Minami-ke Tadaima,"Comedy, School, Slice of Life",TV,13,7.78,Celestara Veil
895,Momo e no Tegami,"Drama, Supernatural",Movie,1,7.78,Obliviscaris Spire
896,Nurarihyon no Mago,"Action, Demons, Shounen, Supernatural",TV,24,7.78,Obliviscaris Spire
897,One Piece: Episode of Sabo - 3 Kyoudai no Kizuna Kiseki no Saikai to Uketsugareru Ishi,"Action, Adventure, Comedy, Drama, Fantasy, Shounen, Super Power",Special,1,7.78,Obliviscaris Spire
898,Orange,"Drama, Romance, School, Sci-Fi, Shoujo",TV,13,7.78,Celestara Veil
899,Over Drive,"Shounen, Sports",TV,26,7.78,Obliviscaris Spire
900,R.O.D OVA,"Action, Adventure, Historical, Magic, Mystery, Sci-Fi",OVA,3,7.78,Obliviscaris Spire
901,Rakudai Kishi no Cavalry,"Action, Ecchi, Fantasy, Romance, School",TV,12,7.78,Celestara Veil
902,Ranma ½ Specials,"Comedy, Drama, Romance, Shounen",OVA,2,7.78,Celestara Veil
903,Rozen Maiden: Träumend,"Action, Comedy, Drama, Magic, Seinen",TV,12,7.78,Celestara Veil
904,Slam Dunk: Hoero Basketman-damashii! Hanamichi to Rukawa no Atsuki Natsu,"Comedy, Drama, School, Shounen, Slice of Life, Sports",Movie,1,7.78,Celestara Veil
905,Special A,"Comedy, Romance, School, Shoujo",TV,24,7.78,Celestara Veil
906,Tenchi Muyou! Ryououki 2nd Season,"Action, Comedy, Harem, Sci-Fi, Shounen, Space",OVA,6,7.78,
907,Texhnolyze,"Action, Drama, Psychological, Sci-Fi",TV,22,7.78,Obliviscaris Spire
908,Urusei Yatsura,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",TV,195,7.78,Celestara Veil
909,Utawarerumono,"Action, Drama, Fantasy, Sci-Fi",TV,26,7.78,Chronovault Nexus
910,Air Gear: Kuro no Hane to Nemuri no Mori - Break on the Sky,"Action, Comedy, Ecchi, Shounen, Sports",OVA,3,7.77,Obliviscaris Spire
911,Black Jack 21,"Action, Drama",TV,17,7.77,Chronovault Nexus
912,Digimon Adventure tri. 2: Ketsui,"Action, Adventure, Comedy, Drama",Movie,1,7.77,Chronovault Nexus
913,Fushigi Yuugi,"Adventure, Comedy, Drama, Fantasy, Historical, Magic, Martial Arts, Romance, Shoujo",TV,52,7.77,Celestara Veil
914,Ichigo Mashimaro,"Comedy, Slice of Life",TV,12,7.77,Celestara Veil
915,JoJo no Kimyou na Bouken: Phantom Blood,"Action, Adventure, Horror, Shounen, Vampire",Movie,1,7.77,Obliviscaris Spire
916,Koyomimonogatari,"Comedy, Mystery, Supernatural",ONA,12,7.77,Obliviscaris Spire
917,Mobile Suit Gundam 00 Special Edition,"Action, Drama, Mecha, Military, Sci-Fi",OVA,3,7.77,
918,Ojamajo Doremi Na-i-sho,"Comedy, Fantasy, Magic, Shoujo",OVA,13,7.77,Celestara Veil
919,One Piece Movie 6: Omatsuri Danshaku to Himitsu no Shima,"Adventure, Comedy, Fantasy, Shounen",Movie,1,7.77,Chronovault Nexus
920,Sengoku Basara Movie: The Last Party,"Action, Historical, Martial Arts, Samurai, Super Power",Movie,1,7.77,Aetherial Sanctum
921,Shingeki no Bahamut: Genesis,"Action, Adventure, Demons, Fantasy, Magic, Supernatural",TV,12,7.77,Obliviscaris Spire
922,Tenchi Muyou! Ryououki,"Action, Comedy, Sci-Fi, Shounen, Space",OVA,6,7.77,
923,Tonari no Kaibutsu-kun,"Comedy, Romance, School, Shoujo, Slice of Life",TV,13,7.77,Celestara Veil
924,Zero no Tsukaima F,"Adventure, Ecchi, Fantasy, Magic, Romance",TV,12,7.77,Celestara Veil
925,Ao Haru Ride OVA,"Romance, School, Shoujo, Slice of Life",OVA,2,7.76,Celestara Veil
926,Bishoujo Senshi Sailor Moon S: Kaguya Hime no Koibito,"Adventure, Comedy, Drama, Fantasy, Magic, Romance, Shoujo",Movie,1,7.76,Celestara Veil
927,Bokura wa Minna Kawaisou: Hajimete no,"Comedy, Romance, School, Slice of Life",Special,1,7.76,Celestara Veil
928,Bungou Stray Dogs,"Action, Comedy, Mystery, Seinen, Supernatural",TV,12,7.76,Obliviscaris Spire
929,Detective Conan Movie 19: The Hellfire Sunflowers,"Action, Mystery, Police, Shounen",Movie,1,7.77,Obliviscaris Spire
930,Doraemon (1979),"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen",TV,1787,7.76,Chronovault Nexus
931,Genshiken,"Comedy, Parody, Slice of Life",TV,12,7.76,Celestara Veil
932,Ginga Tetsudou 999 (Movie),"Adventure, Drama, Fantasy, Sci-Fi, Space",Movie,1,7.76,
933,Girls und Panzer: Kore ga Hontou no Anzio-sen Desu!,"Military, School",OVA,1,7.76,Celestara Veil
934,Hakuouki Hekketsuroku,"Action, Drama, Historical, Josei, Samurai, Supernatural",TV,10,7.76,Aetherial Sanctum
935,Hetalia Axis Powers,"Comedy, Historical, Parody",ONA,52,7.76,Chronovault Nexus
936,Itazura na Kiss,"Comedy, Romance, Shoujo",TV,25,7.76,Celestara Veil
937,Lupin III,"Action, Adventure, Comedy, Shounen",TV,23,7.76,Obliviscaris Spire
938,Mahouka Koukou no Rettousei,"Magic, Romance, School, Sci-Fi, Supernatural",TV,26,7.76,Celestara Veil
939,Majin Tantei Nougami Neuro,"Comedy, Demons, Mystery, Shounen, Supernatural",TV,25,7.76,Obliviscaris Spire
940,Master Keaton,"Adventure, Mystery",TV,24,7.76,Obliviscaris Spire
941,No.6,"Action, Sci-Fi",TV,11,7.76,Obliviscaris Spire
942,One Piece Movie 4: Dead End no Bouken,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Movie,1,7.76,Obliviscaris Spire
943,Senjou no Valkyria,"Action, Military, Romance",TV,26,7.76,
944,Tegamibachi,"Adventure, Fantasy, Shounen, Supernatural",TV,25,7.76,Obliviscaris Spire
945,Towa no Quon 4: Guren no Shoushin,"Action, Super Power, Supernatural",Movie,1,7.76,Obliviscaris Spire
946,Turn A Gundam,"Action, Adventure, Drama, Mecha, Military, Sci-Fi, Space",TV,50,7.76,
947,Bleach Movie 4: Jigoku-hen,"Action, Comedy, Shounen, Super Power, Supernatural",Movie,1,7.75,Obliviscaris Spire
948,D-Frag!,"Comedy, Game, School, Seinen",TV,12,7.75,Eclipsed Reverie
949,Detective Conan Movie 09: Promo Special,"Adventure, Comedy, Mystery, Police, Shounen",Special,1,7.75,Obliviscaris Spire
950,Dragon Ball Z Special 1: Tatta Hitori no Saishuu Kessen,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Special,1,7.75,Chronovault Nexus
951,Go! Princess Precure,"Action, Comedy, Fantasy, Magic, School, Shoujo, Slice of Life",TV,50,7.74,Celestara Veil
952,Hayate no Gotoku!,"Action, Comedy, Harem, Parody, Romance",TV,52,7.75,Celestara Veil
953,InuYasha: Kagami no Naka no Mugenjo,"Adventure, Demons, Drama, Fantasy, Historical, Romance, Shounen, Supernatural",Movie,1,7.75,Obliviscaris Spire
954,Kanojo to Kanojo no Neko: Everything Flows,"Psychological, Romance, Slice of Life",TV,4,7.75,Celestara Veil
955,Kara no Kyoukai Remix: Gate of Seventh Heaven,"Action, Mystery, Romance, Super Power, Thriller",Movie,1,7.75,Obliviscaris Spire
956,Kino no Tabi: The Beautiful World - Tou no Kuni,"Adventure, Fantasy, Psychological",Special,1,7.75,Chronovault Nexus
957,"Kono Danshi, Ningyo Hiroimashita.","Fantasy, Shounen Ai",OVA,1,7.75,Celestara Veil
958,Kuroko no Basket: Baka ja Katenai no yo!,"Comedy, School, Shounen, Sports",OVA,1,7.75,Obliviscaris Spire
959,Kyoukai no Kanata Movie: I&#039;ll Be Here - Kako-hen,"Action, Fantasy, Supernatural",Movie,1,7.75,Obliviscaris Spire
960,Mahoujin Guru Guru,"Adventure, Comedy, Fantasy, Magic, Shounen",TV,45,7.75,Chronovault Nexus
961,One Piece: Heart of Gold,"Action, Adventure, Comedy, Drama, Fantasy, Shounen",Special,1,7.75,Obliviscaris Spire
962,Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa,"Action, Drama, Fantasy, Shounen, Super Power",Movie,1,7.75,Obliviscaris Spire
963,The iDOLM@STER,"Comedy, Drama, Music",TV,25,7.75,Luminarch Dominion
964,Trapp Ikka Monogatari,"Drama, Historical, Music, Romance",TV,40,7.75,Celestara Veil
965,Utawarerumono Specials,"Action, Comedy, Drama, Fantasy",Special,6,7.75,Chronovault Nexus
966,World Trigger,"Action, School, Sci-Fi, Shounen, Supernatural",TV,73,7.75,Obliviscaris Spire
967,Yuusha-Ou GaoGaiGar Final Grand Glorious Gathering,"Action, Mecha, Sci-Fi, Super Power",TV,12,7.75,
968,Bishoujo Senshi Sailor Moon R,"Demons, Magic, Romance, Shoujo",TV,43,7.74,Celestara Veil
969,Black Jack (TV),Drama,TV,61,7.74,Chronovault Nexus
970,Cardcaptor Sakura Movie 1,"Comedy, Drama, Fantasy, Magic, Shoujo",Movie,1,7.74,Celestara Veil
971,Detective Conan: Black History,"Adventure, Comedy, Mystery, Police, Shounen",Special,1,7.74,Obliviscaris Spire
972,Fullmetal Alchemist: The Conqueror of Shamballa,"Comedy, Drama, Fantasy, Historical, Military, Shounen",Movie,1,7.74,Chronovault Nexus
973,Genshiken OVA,"Comedy, Parody, Slice of Life",OVA,3,7.74,Luminarch Dominion
974,Hal,"Romance, Sci-Fi, Shoujo",Movie,1,7.74,Celestara Veil
975,Heartcatch Precure! Movie: Hana no Miyako de Fashion Show... Desu ka!?,"Fantasy, Kids, Magic, Shoujo",Movie,1,7.74,Chronovault Nexus
976,Higashi no Eden Movie I: The King of Eden,"Comedy, Drama, Mystery, Romance, Slice of Life, Thriller",Movie,1,7.74,Obliviscaris Spire
977,Hungry Heart: Wild Striker,"Comedy, Shounen, Slice of Life, Sports",TV,52,7.74,Obliviscaris Spire
978,Initial D Battle Stage 2,"Action, Cars, Drama, Seinen, Sports",OVA,1,7.74,Obliviscaris Spire
979,Kekkai Sensen,"Action, Fantasy, Shounen, Super Power, Supernatural, Vampire",TV,12,7.74,Obliviscaris Spire
980,Love Stage!! OVA,"Comedy, Romance, Shounen Ai",OVA,1,7.74,Celestara Veil
981,Mahou Shoujo Lyrical Nanoha StrikerS,"Action, Comedy, Drama, Magic, Super Power",TV,26,7.74,Obliviscaris Spire
982,Mousou Dairinin,"Drama, Mystery, Police, Psychological, Supernatural, Thriller",TV,13,7.74,Obliviscaris Spire
983,Muumindani no Suisei,"Adventure, Comedy, Fantasy, Kids",Movie,1,7.74,Chronovault Nexus
984,Noein: Mou Hitori no Kimi e,"Adventure, Drama, Sci-Fi, Slice of Life",TV,24,7.74,Chronovault Nexus
985,Persona 3 the Movie 3: Falling Down,"Action, Fantasy, Seinen, Supernatural",Movie,1,7.74,Obliviscaris Spire
986,Sengoku Basara Two,"Action, Historical, Martial Arts, Samurai, Super Power",TV,12,7.74,Aetherial Sanctum
987,Shakugan no Shana,"Action, Drama, Fantasy, Romance, School, Supernatural",TV,24,7.74,Celestara Veil
988,Soukyuu no Fafner: Dead Aggressor - Exodus 2nd Season,"Action, Drama, Mecha, Military, Sci-Fi",TV,13,7.74,
989,Taiyou no Ko Esteban,"Adventure, Historical, Sci-Fi",TV,39,7.74,Chronovault Nexus
990,Toriko,"Action, Adventure, Comedy, Fantasy, Shounen",TV,147,7.74,Obliviscaris Spire
991,UN-GO: Inga-ron,"Mystery, Supernatural",Movie,1,7.74,Obliviscaris Spire
992,Crayon Shin-chan,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",TV,Unknown,7.73,Celestara Veil
993,Diamond no Ace OVA,"Comedy, School, Shounen, Sports",OVA,3,7.72,Obliviscaris Spire
994,Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,1,7.73,Chronovault Nexus
995,Flip Flappers,"Comedy, Sci-Fi",TV,13,7.73,Luminarch Dominion
996,GetBackers,"Action, Comedy, Drama, Mystery, Shounen, Super Power, Supernatural",TV,49,7.73,Obliviscaris Spire
997,K,"Action, Super Power, Supernatural",TV,13,7.73,Obliviscaris Spire
998,Katekyo Hitman Reborn! Special,"Comedy, Shounen",ONA,1,7.73,Luminarch Dominion
999,Kekkaishi,"Adventure, Comedy, Fantasy, Shounen",TV,52,7.73,Chronovault Nexus
1000,Kuroshitsuji II Specials,"Comedy, Fantasy, Parody, Shounen, Supernatural",Special,6,7.73,Obliviscaris Spire
1001,Lady Lady!!,"Drama, Historical",TV,21,7.73,Chronovault Nexus
1002,Mitsudomoe,"Comedy, School, Slice of Life",TV,13,7.73,Celestara Veil
1003,Prison School OVA,"Comedy, Ecchi, Romance, School, Seinen",OVA,1,7.73,Celestara Veil
1004,Shakugan no Shana III (Final),"Action, Drama, Fantasy, Romance, Supernatural",TV,24,7.73,Obliviscaris Spire
1005,Uchuu Senkan Yamato,"Action, Adventure, Drama, Military, Sci-Fi, Space",TV,26,7.73,
1006,Wakakusa Monogatari: Nan to Jo-sensei,"Drama, Historical, School, Slice of Life",TV,40,7.73,Celestara Veil
1007,Zero no Tsukaima: Futatsuki no Kishi,"Action, Adventure, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School",TV,12,7.73,Celestara Veil
1008,Ansatsu Kyoushitsu: 365-nichi no Jikan,"Action, Comedy, School, Shounen",Movie,1,7.72,Obliviscaris Spire
1009,Daicon Opening Animations,"Action, Adventure, Mecha, Music, Sci-Fi",Special,2,7.72,
1010,Dragon Ball Z Movie 12: Fukkatsu no Fusion!! Gokuu to Vegeta,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1,7.72,Chronovault Nexus
1011,Durarara!!x2 Ketsu: Dufufufu!!,"Action, Mystery, Supernatural",Special,1,7.72,Obliviscaris Spire
1012,Future GPX Cyber Formula Sin,"Drama, Sci-Fi, Shounen, Sports",OVA,5,7.72,Obliviscaris Spire
1013,Ie Naki Ko Remi Specials,"Adventure, Drama",Special,3,7.72,Chronovault Nexus
1014,Inazuma Eleven,"Shounen, Sports, Super Power",TV,127,7.72,Obliviscaris Spire
1015,Kara no Kyoukai 6: Boukyaku Rokuon,"Action, Magic, Mystery, Romance, Supernatural, Thriller",Movie,1,7.72,Obliviscaris Spire
1016,Kyoukaisenjou no Horizon II,"Action, Fantasy, Sci-Fi",TV,13,7.72,Chronovault Nexus
1017,Mobile Police Patlabor: On Television,"Comedy, Mecha, Police, Sci-Fi",TV,47,7.72,
1018,Mujin Wakusei Survive,"Action, Adventure, Fantasy, Sci-Fi, Slice of Life",TV,52,7.72,Chronovault Nexus
1019,New Prince of Tennis OVA vs. Genius10,"Action, Comedy, Shounen, Sports",OVA,10,7.72,Obliviscaris Spire
1020,Noblesse: Awakening,"Action, School, Supernatural, Vampire",ONA,1,7.72,Obliviscaris Spire
1021,Ouritsu Uchuugun: Honneamise no Tsubasa,"Action, Drama, Military, Sci-Fi, Space",Movie,1,7.72,
1022,Tanaka-kun wa Itsumo Kedaruge Specials,"Comedy, School, Slice of Life",Special,Unknown,7.72,Celestara Veil
1023,Toradora! OVA,"Comedy, Romance, School, Slice of Life",OVA,1,7.72,Celestara Veil
1024,Towa no Quon 5: Souzetsu no Raifuku,"Action, Super Power, Supernatural",Movie,1,7.72,Obliviscaris Spire
1025,Urusei Yatsura Movie 5: Final,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",Movie,1,7.72,Celestara Veil
1026,Zhen Hun Jie,"Action, Supernatural",ONA,24,7.72,Obliviscaris Spire
1027,Aa! Megami-sama!: Tatakau Tsubasa,"Comedy, Magic, Romance, Seinen, Supernatural",Special,2,7.71,Celestara Veil
1028,Arakawa Under the Bridge,"Comedy, Romance, Seinen",TV,13,7.71,Celestara Veil
1029,Bishoujo Senshi Sailor Moon,"Demons, Magic, Romance, Shoujo",TV,46,7.71,Celestara Veil
1030,Evangelion: 3.0 You Can (Not) Redo,"Action, Mecha, Sci-Fi",Movie,1,7.71,
1031,Fullmetal Alchemist: Brotherhood - 4-Koma Theater,"Comedy, Fantasy, Military, Parody",Special,16,7.71,Chronovault Nexus
1032,Gakkou no Kaidan,"Horror, Mystery, Supernatural",TV,19,7.71,Obliviscaris Spire
1033,Gakkougurashi!,"Horror, Mystery, Psychological, School, Slice of Life",TV,12,7.71,Obliviscaris Spire
1034,Gensoumaden Saiyuuki,"Adventure, Comedy, Drama, Shounen, Supernatural",TV,50,7.71,Obliviscaris Spire
